,Date,count_0,count_1,count_2,status
59,2017-03-03,8,7,15,0.0
60,2017-03-04,2,3,1,
61,2017-03-05,2,1,6,
62,2017-03-06,3,4,2,1.0
63,2017-03-07,4,3,1,1.0
64,2017-03-08,4,13,20,1.0
65,2017-03-09,2,6,3,0.0
66,2017-03-10,5,6,8,0.0
67,2017-03-11,0,3,3,
68,2017-03-12,1,9,38,
69,2017-03-13,3,1,31,1.0
70,2017-03-14,0,7,6,1.0
71,2017-03-15,0,6,14,0.0
72,2017-03-16,3,14,72,1.0
73,2017-03-17,3,8,17,1.0
74,2017-03-18,3,13,18,
75,2017-03-19,10,27,57,
76,2017-03-20,1,5,34,1.0
77,2017-03-21,2,3,5,1.0
78,2017-03-22,3,5,13,0.0
79,2017-03-23,8,6,26,1.0
80,2017-03-24,3,3,12,0.0
81,2017-03-25,0,2,10,
82,2017-03-26,0,4,8,
83,2017-03-27,1,1,1,0.0
84,2017-03-28,4,0,13,0.0
85,2017-03-29,2,4,13,0.0
86,2017-03-30,2,6,15,0.0
87,2017-03-31,0,7,7,0.0
88,2017-04-01,3,0,5,
89,2017-04-02,1,2,7,
90,2017-04-03,3,1,6,
91,2017-04-04,4,0,22,
92,2017-04-05,4,6,28,1.0
93,2017-04-06,2,3,8,0.0
94,2017-04-07,2,1,5,0.0
95,2017-04-08,0,2,6,
96,2017-04-09,1,0,43,
97,2017-04-10,0,2,11,1.0
98,2017-04-11,3,2,16,0.0
99,2017-04-12,1,7,17,0.0
100,2017-04-13,7,4,2,1.0
101,2017-04-14,0,3,3,0.0
102,2017-04-15,0,1,0,
103,2017-04-17,1,1,6,0.0
104,2017-04-18,1,2,6,1.0
105,2017-04-19,3,13,47,0.0
106,2017-04-20,6,10,23,0.0
107,2017-04-21,2,3,5,1.0
108,2017-04-22,2,4,12,
109,2017-04-23,1,3,20,
110,2017-04-24,1,4,3,1.0
111,2017-04-25,1,2,5,1.0
112,2017-04-26,0,1,3,1.0
113,2017-04-27,0,1,4,1.0
114,2017-04-28,0,2,8,1.0
115,2017-04-29,6,25,41,
116,2017-04-30,1,5,3,
117,2017-05-01,0,1,0,
118,2017-05-02,2,2,5,1.0
119,2017-05-03,3,2,15,1.0
120,2017-05-04,2,4,10,1.0
121,2017-05-05,9,4,32,0.0
122,2017-05-06,2,13,27,
123,2017-05-07,1,5,10,
124,2017-05-08,0,7,25,1.0
125,2017-05-09,0,1,3,0.0
126,2017-05-10,0,1,0,1.0
127,2017-05-11,3,8,8,1.0
128,2017-05-12,0,7,16,0.0
129,2017-05-13,5,16,46,
130,2017-05-14,1,18,138,
131,2017-05-15,0,4,17,1.0
132,2017-05-16,1,0,13,0.0
133,2017-05-17,0,2,13,0.0
134,2017-05-18,6,8,41,0.0
135,2017-05-19,8,13,45,0.0
136,2017-05-20,4,7,15,
137,2017-05-21,2,6,4,
138,2017-05-22,4,9,34,1.0
139,2017-05-23,2,9,11,1.0
140,2017-05-24,1,4,6,1.0
141,2017-05-25,3,5,3,1.0
142,2017-05-26,1,8,2,0.0
143,2017-05-27,1,7,13,
144,2017-05-28,3,2,7,
145,2017-05-29,0,0,2,
146,2017-05-30,1,2,2,
147,2017-05-31,5,15,24,0.0
148,2017-06-01,3,9,20,1.0
149,2017-06-02,14,16,52,1.0
150,2017-06-03,4,5,16,
151,2017-06-04,1,2,3,
152,2017-06-05,2,6,9,1.0
153,2017-06-06,1,5,5,0.0
154,2017-06-07,1,0,4,1.0
155,2017-06-08,2,4,6,1.0
156,2017-06-09,3,0,7,0.0
157,2017-06-10,5,1,9,
158,2017-06-11,0,2,4,
159,2017-06-12,1,0,4,0.0
160,2017-06-13,2,6,6,1.0
161,2017-06-14,1,3,7,0.0
162,2017-06-15,2,3,0,1.0
163,2017-06-16,4,5,12,1.0
164,2017-06-17,5,20,29,
165,2017-06-18,1,2,17,
166,2017-06-19,2,17,11,1.0
167,2017-06-20,3,17,22,1.0
168,2017-06-21,7,6,19,1.0
169,2017-06-22,3,8,8,1.0
170,2017-06-23,4,5,23,0.0
171,2017-06-24,5,10,28,
172,2017-06-25,1,0,3,
173,2017-06-26,2,4,30,1.0
174,2017-06-27,4,7,28,0.0
175,2017-06-28,4,5,10,0.0
176,2017-06-29,4,6,20,1.0
177,2017-06-30,3,6,14,0.0
178,2017-07-01,2,3,15,
179,2017-07-02,0,2,1,
180,2017-07-03,3,6,7,1.0
181,2017-07-04,3,12,26,0.0
182,2017-07-05,2,4,5,1.0
183,2017-07-06,3,3,6,0.0
184,2017-07-07,5,14,32,0.0
185,2017-07-08,8,16,36,
186,2017-07-09,5,6,15,
187,2017-07-10,2,3,14,0.0
188,2017-07-11,1,5,4,1.0
189,2017-07-12,1,1,6,1.0
190,2017-07-13,0,2,4,1.0
191,2017-07-14,1,0,1,0.0
192,2017-07-15,3,2,4,
193,2017-07-16,1,2,0,
194,2017-07-17,1,12,7,1.0
195,2017-07-18,3,5,18,1.0
196,2017-07-19,5,7,27,1.0
197,2017-07-20,4,4,19,0.0
198,2017-07-21,3,5,4,0.0
199,2017-07-22,0,2,2,
200,2017-07-24,2,2,4,1.0
201,2017-07-25,1,4,10,1.0
202,2017-07-26,0,2,6,0.0
203,2017-07-27,10,15,25,1.0
204,2017-07-28,4,12,18,0.0
205,2017-07-29,5,14,35,
206,2017-07-30,3,3,31,
207,2017-07-31,4,4,17,1.0
208,2017-08-01,4,9,11,1.0
209,2017-08-02,1,8,8,1.0
210,2017-08-03,0,1,5,0.0
211,2017-08-04,0,5,5,1.0
212,2017-08-05,0,1,2,
213,2017-08-06,1,1,2,
214,2017-08-07,0,0,2,1.0
215,2017-08-08,0,2,4,0.0
216,2017-08-09,0,6,7,0.0
217,2017-08-10,2,4,10,0.0
218,2017-08-11,2,2,10,0.0
219,2017-08-12,4,0,3,
220,2017-08-13,8,10,34,
221,2017-08-14,10,11,27,0.0
222,2017-08-15,12,11,18,1.0
223,2017-08-16,5,1,4,0.0
224,2017-08-17,1,8,3,1.0
225,2017-08-18,8,13,20,0.0
226,2017-08-19,0,6,7,
227,2017-08-20,0,4,10,
228,2017-08-21,5,3,8,1.0
229,2017-08-22,7,10,48,1.0
230,2017-08-23,2,1,13,1.0
231,2017-08-24,3,6,14,1.0
232,2017-08-25,1,6,10,1.0
233,2017-08-26,1,3,5,
234,2017-08-27,2,11,25,
235,2017-08-28,0,3,21,1.0
236,2017-08-29,6,16,15,0.0
237,2017-08-30,0,4,2,1.0
238,2017-08-31,0,0,4,1.0
239,2017-09-01,1,5,2,1.0
240,2017-09-02,2,7,16,
241,2017-09-03,0,0,4,
242,2017-09-04,1,0,6,0.0
243,2017-09-05,3,5,5,1.0
244,2017-09-06,1,7,8,0.0
245,2017-09-07,2,3,14,0.0
246,2017-09-08,2,6,17,1.0
247,2017-09-09,11,6,24,
248,2017-09-10,0,2,5,
249,2017-09-11,1,9,6,0.0
250,2017-09-12,2,6,11,1.0
251,2017-09-13,5,2,3,0.0
252,2017-09-14,0,2,6,1.0
253,2017-09-15,1,1,9,1.0
254,2017-09-16,0,4,1,
255,2017-09-17,3,10,36,
256,2017-09-18,0,2,7,1.0
257,2017-09-19,2,2,3,0.0
258,2017-09-20,1,3,10,0.0
259,2017-09-21,0,0,14,1.0
260,2017-09-22,5,4,32,0.0
261,2017-09-23,1,1,6,
262,2017-09-24,0,1,11,
263,2017-09-25,3,4,10,0.0
264,2017-09-26,4,3,7,0.0
265,2017-09-27,4,3,2,1.0
266,2017-09-28,4,5,24,0.0
267,2017-09-29,15,20,17,1.0
268,2017-09-30,4,4,15,
269,2017-10-01,1,3,19,
270,2017-10-02,4,4,7,1.0
271,2017-10-03,1,2,3,1.0
272,2017-10-04,0,0,2,
273,2017-10-05,1,1,3,1.0
274,2017-10-06,3,4,4,1.0
275,2017-10-07,1,1,6,
276,2017-10-08,0,1,11,
277,2017-10-09,2,4,17,
278,2017-10-10,3,1,21,
279,2017-10-11,6,7,25,1.0
280,2017-10-12,8,10,19,1.0
281,2017-10-13,13,17,40,1.0
282,2017-10-14,3,5,28,
283,2017-10-15,1,0,1,
284,2017-10-16,1,3,5,1.0
285,2017-10-17,3,4,5,0.0
286,2017-10-18,0,2,4,0.0
287,2017-10-19,9,9,13,1.0
288,2017-10-20,0,3,2,0.0
289,2017-10-21,1,0,6,
290,2017-10-22,0,2,7,
291,2017-10-23,1,2,5,1.0
292,2017-10-24,1,2,12,1.0
293,2017-10-25,1,2,15,1.0
294,2017-10-26,4,9,15,0.0
295,2017-10-27,2,4,3,0.0
296,2017-10-28,1,1,4,
297,2017-10-29,3,4,4,
298,2017-10-30,1,1,4,1.0
299,2017-10-31,5,8,20,1.0
300,2017-11-01,6,7,42,1.0
301,2017-11-02,2,0,3,0.0
302,2017-11-03,1,3,12,1.0
303,2017-11-04,1,2,9,
304,2017-11-05,0,2,5,
305,2017-11-06,1,2,4,0.0
306,2017-11-07,3,4,8,1.0
307,2017-11-08,0,1,28,0.0
308,2017-11-09,4,4,14,0.0
309,2017-11-10,1,4,4,0.0
310,2017-11-11,1,7,8,
311,2017-11-12,2,3,5,
312,2017-11-13,2,4,3,0.0
313,2017-11-14,0,3,2,1.0
314,2017-11-15,4,2,3,0.0
315,2017-11-16,3,7,7,0.0
316,2017-11-17,4,15,25,1.0
317,2017-11-18,1,1,15,
318,2017-11-19,1,2,10,
319,2017-11-20,0,1,6,0.0
320,2017-11-21,1,3,2,1.0
321,2017-11-22,4,6,8,1.0
322,2017-11-23,3,4,24,1.0
323,2017-11-24,2,6,6,0.0
324,2017-11-25,1,3,10,
325,2017-11-26,0,0,1,
326,2017-11-27,0,10,5,0.0
327,2017-11-28,0,5,8,0.0
328,2017-11-29,0,2,3,1.0
329,2017-11-30,1,5,4,0.0
330,2017-12-01,0,3,8,1.0
331,2017-12-02,0,3,13,
332,2017-12-03,0,3,8,
333,2017-12-04,0,5,12,1.0
334,2017-12-05,27,18,29,0.0
335,2017-12-06,7,7,14,0.0
336,2017-12-07,17,18,79,0.0
337,2017-12-08,4,1,7,1.0
338,2017-12-09,0,3,5,
339,2017-12-10,3,1,9,
340,2017-12-11,2,3,4,1.0
341,2017-12-12,5,6,10,0.0
342,2017-12-13,7,9,25,1.0
343,2017-12-14,0,1,6,1.0
344,2017-12-15,0,1,2,0.0
345,2017-12-16,2,6,11,
346,2017-12-17,3,5,9,
347,2017-12-18,2,3,8,1.0
348,2017-12-19,4,9,8,0.0
349,2017-12-20,0,3,2,1.0
350,2017-12-21,1,3,0,0.0
351,2017-12-22,4,5,20,1.0
352,2017-12-23,1,3,3,
353,2017-12-24,1,2,4,
354,2017-12-25,1,2,7,0.0
355,2017-12-26,4,4,14,0.0
356,2017-12-27,1,1,0,1.0
357,2017-12-28,0,8,2,1.0
358,2017-12-29,0,1,0,1.0
359,2017-12-30,5,11,46,
360,2017-12-31,1,5,48,
361,2018-01-01,3,11,42,
362,2018-01-02,1,14,28,1.0
363,2018-01-03,3,4,11,1.0
364,2018-01-04,0,5,6,1.0
365,2018-01-05,7,14,27,1.0
366,2018-01-06,4,9,26,
367,2018-01-07,2,12,48,
368,2018-01-08,11,15,93,1.0
369,2018-01-09,3,7,18,0.0
370,2018-01-10,4,13,16,0.0
371,2018-01-11,1,8,20,0.0
372,2018-01-12,1,2,9,1.0
373,2018-01-13,1,4,3,
374,2018-01-14,2,3,39,
375,2018-01-15,14,12,34,1.0
376,2018-01-16,7,20,29,1.0
377,2018-01-17,9,14,24,1.0
378,2018-01-18,5,9,15,1.0
379,2018-01-19,11,19,25,1.0
380,2018-01-20,2,8,20,
381,2018-01-21,6,11,11,
382,2018-01-22,1,5,13,1.0
383,2018-01-23,2,4,9,1.0
384,2018-01-24,0,4,3,0.0
385,2018-01-25,0,2,5,1.0
386,2018-01-26,2,7,4,0.0
387,2018-01-28,0,1,6,
388,2018-01-29,1,5,11,1.0
389,2018-01-30,1,2,10,0.0
390,2018-01-31,2,5,2,1.0
391,2018-02-01,3,10,26,1.0
392,2018-02-02,0,6,8,0.0
393,2018-02-03,1,1,0,
394,2018-02-04,1,1,3,
395,2018-02-05,2,7,11,0.0
396,2018-02-06,14,12,16,0.0
397,2018-02-07,11,18,16,1.0
398,2018-02-08,0,6,11,0.0
399,2018-02-09,12,11,41,0.0
400,2018-02-10,3,2,6,
401,2018-02-11,9,6,13,
402,2018-02-12,4,8,12,1.0
403,2018-02-13,1,3,0,
404,2018-02-14,5,7,35,
405,2018-02-15,1,0,5,
406,2018-02-16,0,1,2,
407,2018-02-17,0,1,4,
408,2018-02-18,3,4,7,
409,2018-02-19,6,3,27,
410,2018-02-20,0,0,2,
411,2018-02-21,0,5,13,1.0
412,2018-02-22,1,10,21,0.0
413,2018-02-23,4,10,23,1.0
414,2018-02-24,2,2,8,
415,2018-02-25,0,2,8,
416,2018-02-26,3,14,36,1.0
417,2018-02-27,7,21,45,0.0
418,2018-02-28,1,2,7,
419,2018-03-01,2,8,35,0.0
420,2018-03-02,4,2,15,0.0
421,2018-03-03,0,2,26,
422,2018-03-04,1,8,15,
423,2018-03-05,12,23,27,0.0
424,2018-03-06,0,2,2,1.0
425,2018-03-07,0,2,4,0.0
426,2018-03-08,10,14,11,1.0
427,2018-03-09,1,7,9,1.0
428,2018-03-10,0,5,12,
429,2018-03-11,3,2,5,
430,2018-03-12,20,28,79,1.0
431,2018-03-13,9,14,33,1.0
432,2018-03-14,4,13,22,0.0
433,2018-03-15,4,14,21,0.0
434,2018-03-16,2,13,12,1.0
435,2018-03-17,0,2,12,
436,2018-03-18,1,0,2,
437,2018-03-19,4,16,21,1.0
438,2018-03-20,6,9,13,0.0
439,2018-03-21,3,11,9,1.0
440,2018-03-22,9,8,2,0.0
441,2018-03-23,5,6,5,0.0
442,2018-03-24,5,4,6,
443,2018-03-25,2,9,21,
444,2018-03-26,7,12,24,1.0
445,2018-03-27,7,20,17,1.0
446,2018-03-28,5,17,28,0.0
447,2018-03-29,1,5,19,0.0
448,2018-03-30,1,10,8,1.0
449,2018-03-31,9,11,67,
450,2018-04-01,6,13,71,
451,2018-04-02,17,30,82,0.0
452,2018-04-03,8,16,40,0.0
453,2018-04-04,8,13,31,
454,2018-04-05,4,6,25,
455,2018-04-06,2,4,31,
456,2018-04-07,3,1,9,
457,2018-04-08,0,0,1,
458,2018-04-09,5,9,7,1.0
459,2018-04-10,4,15,13,1.0
460,2018-04-11,2,9,18,1.0
461,2018-04-12,11,21,23,0.0
462,2018-04-13,4,10,20,1.0
463,2018-04-14,2,7,16,
464,2018-04-15,6,16,19,
465,2018-04-16,3,11,8,0.0
466,2018-04-17,4,10,35,0.0
467,2018-04-18,5,17,32,1.0
468,2018-04-19,41,43,65,1.0
469,2018-04-20,8,26,33,0.0
470,2018-04-21,5,9,36,
471,2018-04-22,5,7,19,
472,2018-04-23,4,8,25,0.0
473,2018-04-24,34,31,46,0.0
474,2018-04-25,20,19,40,0.0
475,2018-04-26,30,41,44,0.0
476,2018-04-27,5,12,17,1.0
477,2018-04-28,2,4,26,
478,2018-04-29,6,15,41,
479,2018-04-30,4,5,8,1.0
480,2018-05-01,0,1,3,
481,2018-05-02,14,18,35,0.0
482,2018-05-03,2,4,0,0.0
483,2018-05-04,3,3,8,1.0
484,2018-05-05,1,4,4,
485,2018-05-06,0,1,0,
486,2018-05-07,0,6,8,1.0
487,2018-05-08,3,8,20,1.0
488,2018-05-09,8,26,57,1.0
489,2018-05-10,5,13,42,1.0
490,2018-05-11,7,8,5,1.0
491,2018-05-12,2,2,10,
492,2018-05-13,0,0,1,
493,2018-05-14,0,4,8,1.0
494,2018-05-15,1,8,17,0.0
495,2018-05-16,2,18,46,1.0
496,2018-05-17,3,21,38,0.0
497,2018-05-18,2,15,6,0.0
498,2018-05-19,0,4,10,
499,2018-05-20,3,9,17,
500,2018-05-21,5,11,10,1.0
501,2018-05-22,14,24,23,0.0
502,2018-05-23,9,18,48,0.0
503,2018-05-24,15,27,26,1.0
504,2018-05-25,5,26,47,1.0
505,2018-05-26,2,7,17,
506,2018-05-27,3,3,8,
507,2018-05-28,4,15,13,1.0
508,2018-05-29,5,33,51,0.0
509,2018-05-30,2,7,11,0.0
510,2018-05-31,6,10,19,1.0
511,2018-06-01,0,7,7,1.0
512,2018-06-02,2,6,3,
513,2018-06-03,1,7,9,
514,2018-06-04,2,6,6,1.0
515,2018-06-05,0,4,10,0.0
516,2018-06-06,1,6,6,1.0
517,2018-06-07,28,34,27,1.0
518,2018-06-08,5,15,20,0.0
519,2018-06-09,0,0,1,
520,2018-06-10,0,3,3,
521,2018-06-11,8,14,5,0.0
522,2018-06-12,7,23,12,0.0
523,2018-06-13,10,32,52,1.0
524,2018-06-14,28,52,104,0.0
525,2018-06-15,1,27,30,1.0
526,2018-06-16,3,8,6,
527,2018-06-17,1,10,5,
528,2018-06-18,1,3,16,
529,2018-06-19,5,10,33,0.0
530,2018-06-20,1,10,13,1.0
531,2018-06-21,0,8,13,1.0
532,2018-06-22,14,21,18,0.0
533,2018-06-23,12,23,40,
534,2018-06-24,5,8,21,
535,2018-06-25,13,12,44,0.0
536,2018-06-26,8,18,31,0.0
537,2018-06-27,5,10,27,0.0
538,2018-06-28,7,4,8,0.0
539,2018-06-29,4,8,7,1.0
540,2018-06-30,1,3,8,
541,2018-07-01,2,2,26,
542,2018-07-02,12,11,28,0.0
543,2018-07-03,5,6,5,0.0
544,2018-07-04,11,12,19,1.0
545,2018-07-05,3,5,2,0.0
546,2018-07-06,4,13,16,0.0
547,2018-07-07,4,5,7,
548,2018-07-08,3,1,5,
549,2018-07-09,0,1,3,1.0
550,2018-07-10,2,4,7,1.0
551,2018-07-11,1,2,3,0.0
552,2018-07-12,1,6,12,1.0
553,2018-07-13,3,6,16,1.0
554,2018-07-14,0,3,9,
555,2018-07-15,2,1,3,
556,2018-07-16,1,7,11,0.0
557,2018-07-17,2,7,11,0.0
558,2018-07-18,15,23,58,1.0
559,2018-07-19,1,4,33,0.0
560,2018-07-20,4,6,6,1.0
561,2018-07-21,1,2,2,
562,2018-07-22,2,4,2,
563,2018-07-23,12,7,32,1.0
564,2018-07-24,14,35,81,1.0
565,2018-07-25,0,5,8,0.0
566,2018-07-26,3,13,15,1.0
567,2018-07-27,2,9,12,1.0
568,2018-07-28,0,1,2,
569,2018-07-29,1,1,3,
570,2018-07-30,1,4,6,0.0
571,2018-07-31,0,0,4,1.0
572,2018-08-01,2,7,18,1.0
573,2018-08-02,6,5,12,0.0
574,2018-08-03,0,3,11,1.0
575,2018-08-04,0,1,4,
576,2018-08-05,0,6,0,
577,2018-08-06,0,4,2,1.0
578,2018-08-07,2,9,8,0.0
579,2018-08-08,0,7,5,1.0
580,2018-08-09,5,7,5,0.0
581,2018-08-10,9,12,26,0.0
582,2018-08-11,2,4,2,
583,2018-08-12,0,2,4,
584,2018-08-13,12,19,45,0.0
585,2018-08-14,8,8,24,1.0
586,2018-08-15,23,23,49,0.0
587,2018-08-16,10,10,29,0.0
588,2018-08-17,1,9,11,1.0
589,2018-08-18,9,13,27,
590,2018-08-19,3,15,23,
591,2018-08-20,0,6,16,1.0
592,2018-08-21,3,6,14,1.0
593,2018-08-22,1,7,24,1.0
594,2018-08-23,24,33,111,1.0
595,2018-08-24,12,13,40,0.0
596,2018-08-25,11,7,25,
597,2018-08-26,6,12,16,
598,2018-08-27,4,8,5,1.0
599,2018-08-28,3,8,10,1.0
600,2018-08-29,2,8,4,1.0
601,2018-08-30,1,8,3,0.0
602,2018-08-31,13,11,43,0.0
603,2018-09-01,4,4,13,
604,2018-09-02,0,1,3,
605,2018-09-03,2,3,4,0.0
606,2018-09-04,2,5,5,1.0
607,2018-09-05,8,7,85,0.0
608,2018-09-06,15,16,173,0.0
609,2018-09-07,6,11,32,0.0
610,2018-09-08,2,4,7,
611,2018-09-09,4,14,39,
612,2018-09-10,4,16,12,0.0
613,2018-09-11,1,7,2,1.0
614,2018-09-12,2,9,5,0.0
615,2018-09-13,2,8,16,1.0
616,2018-09-14,2,3,12,1.0
617,2018-09-16,1,2,2,
618,2018-09-17,7,18,14,0.0
619,2018-09-18,4,12,18,0.0
620,2018-09-19,1,4,5,1.0
621,2018-09-20,2,1,4,0.0
622,2018-09-21,1,4,1,1.0
623,2018-09-22,1,6,7,
624,2018-09-23,2,4,3,
625,2018-09-24,3,3,7,
626,2018-09-25,0,9,4,1.0
627,2018-09-26,0,0,9,0.0
628,2018-09-27,1,4,6,1.0
629,2018-09-28,4,17,13,0.0
630,2018-09-29,4,15,17,
631,2018-09-30,2,2,9,
632,2018-10-01,1,6,11,1.0
633,2018-10-02,2,4,5,0.0
634,2018-10-03,11,13,7,0.0
635,2018-10-04,13,30,42,0.0
636,2018-10-05,6,14,7,0.0
637,2018-10-06,16,16,39,
638,2018-10-07,6,3,8,
639,2018-10-08,1,2,1,0.0
640,2018-10-09,1,4,10,1.0
641,2018-10-10,22,23,13,
642,2018-10-11,25,34,38,0.0
643,2018-10-12,12,6,22,1.0
644,2018-10-13,8,23,18,
645,2018-10-14,4,6,11,
646,2018-10-15,4,12,13,0.0
647,2018-10-16,5,6,9,1.0
648,2018-10-17,0,3,3,0.0
649,2018-10-18,44,54,150,0.0
650,2018-10-19,33,44,72,0.0
651,2018-10-20,15,24,57,
652,2018-10-21,6,3,15,
653,2018-10-22,1,8,21,1.0
654,2018-10-23,28,29,73,0.0
655,2018-10-24,19,27,62,0.0
656,2018-10-25,8,25,28,0.0
657,2018-10-26,19,28,41,0.0
658,2018-10-27,12,14,9,
659,2018-10-28,36,29,22,
660,2018-10-29,10,7,20,1.0
661,2018-10-30,10,14,24,1.0
662,2018-10-31,10,14,13,1.0
663,2018-11-01,2,13,8,1.0
664,2018-11-02,6,4,18,1.0
665,2018-11-03,2,6,34,
666,2018-11-04,0,1,6,
667,2018-11-05,1,4,14,0.0
668,2018-11-06,23,22,53,0.0
669,2018-11-07,6,14,31,1.0
670,2018-11-08,9,10,31,1.0
671,2018-11-09,31,24,63,0.0
672,2018-11-10,3,9,17,
673,2018-11-11,4,2,9,
674,2018-11-12,7,3,7,1.0
675,2018-11-13,17,16,20,0.0
676,2018-11-14,14,13,18,1.0
677,2018-11-15,6,6,18,1.0
678,2018-11-16,11,12,17,0.0
679,2018-11-17,3,6,5,
680,2018-11-18,5,0,5,
681,2018-11-19,4,4,2,1.0
682,2018-11-20,5,12,9,0.0
683,2018-11-21,11,3,9,0.0
684,2018-11-22,7,12,56,0.0
685,2018-11-23,4,10,35,0.0
686,2018-11-24,2,5,20,
687,2018-11-25,3,5,6,
688,2018-11-26,17,3,22,1.0
689,2018-11-27,10,4,11,1.0
690,2018-11-28,3,5,11,1.0
691,2018-11-29,2,2,5,1.0
692,2018-11-30,7,7,8,1.0
693,2018-12-01,1,3,5,
694,2018-12-02,1,4,5,
695,2018-12-03,7,17,15,1.0
696,2018-12-04,7,6,15,0.0
697,2018-12-05,11,7,13,0.0
698,2018-12-06,17,29,37,0.0
699,2018-12-07,11,14,39,1.0
700,2018-12-08,5,6,26,
701,2018-12-09,2,3,7,
702,2018-12-10,1,4,7,0.0
703,2018-12-11,4,7,22,1.0
704,2018-12-12,1,4,29,1.0
705,2018-12-13,20,22,22,1.0
706,2018-12-14,12,13,48,0.0
707,2018-12-15,1,4,14,
708,2018-12-16,1,9,4,
709,2018-12-17,0,1,9,1.0
710,2018-12-18,1,2,10,0.0
711,2018-12-19,8,13,16,1.0
712,2018-12-20,22,23,51,0.0
713,2018-12-21,16,13,18,1.0
714,2018-12-22,22,15,22,
715,2018-12-23,12,14,22,
716,2018-12-24,3,12,10,0.0
717,2018-12-25,24,10,21,0.0
718,2018-12-26,10,8,12,0.0
719,2018-12-27,13,20,25,1.0
720,2018-12-28,13,20,56,1.0
721,2018-12-29,1,4,2,
722,2018-12-30,6,3,14,
723,2018-12-31,1,2,14,
724,2019-01-01,7,3,19,
725,2019-01-02,9,3,7,0.0
726,2019-01-03,10,4,26,0.0
727,2019-01-04,30,53,38,0.0
728,2019-01-05,6,9,4,
729,2019-01-06,0,6,9,
730,2019-01-07,1,0,7,1.0
731,2019-01-08,9,4,9,0.0
732,2019-01-09,10,5,25,1.0
733,2019-01-10,7,8,12,0.0
734,2019-01-11,6,5,17,1.0
735,2019-01-12,10,5,15,
736,2019-01-13,4,8,17,
737,2019-01-14,2,1,10,0.0
738,2019-01-15,0,1,10,1.0
739,2019-01-16,3,3,19,0.0
740,2019-01-17,3,7,12,1.0
741,2019-01-18,0,3,4,1.0
742,2019-01-19,2,1,7,
743,2019-01-20,1,6,32,
744,2019-01-21,2,6,33,1.0
745,2019-01-22,0,3,11,1.0
746,2019-01-23,0,8,13,0.0
747,2019-01-24,2,3,11,1.0
748,2019-01-25,0,2,5,1.0
749,2019-01-26,0,0,4,
750,2019-01-27,0,3,10,
751,2019-01-28,3,3,15,1.0
752,2019-01-29,0,6,9,0.0
753,2019-01-30,1,6,10,1.0
754,2019-01-31,3,6,47,
755,2019-02-01,0,3,6,
756,2019-02-02,0,0,2,
757,2019-02-03,5,7,21,
758,2019-02-04,1,4,8,
759,2019-02-05,0,0,2,
760,2019-02-06,0,0,4,
761,2019-02-09,3,7,2,
762,2019-02-10,2,8,7,
763,2019-02-11,4,7,11,1.0
764,2019-02-12,12,20,41,1.0
765,2019-02-13,1,2,4,0.0
766,2019-02-14,1,5,13,0.0
767,2019-02-15,3,5,5,0.0
768,2019-02-16,5,15,17,
769,2019-02-17,1,1,7,
770,2019-02-18,0,2,3,1.0
771,2019-02-19,1,2,7,1.0
772,2019-02-20,0,2,9,1.0
773,2019-02-21,1,5,8,1.0
774,2019-02-22,0,0,6,1.0
