,Unnamed: 0,Date,count_0,count_1,count_2,status
231,231,2021-07-13,224,218,261,1.0
232,232,2021-07-14,242,230,327,0.0
233,233,2021-07-15,185,249,355,1.0
234,234,2021-07-16,150,173,340,0.0
237,237,2021-07-19,261,371,674,0.0
238,238,2021-07-20,139,176,263,0.0
239,239,2021-07-21,230,231,315,0.0
240,240,2021-07-22,223,254,421,1.0
241,241,2021-07-23,166,160,271,1.0
244,244,2021-07-26,166,240,548,0.0
245,245,2021-07-27,165,159,170,0.0
246,246,2021-07-28,190,200,296,0.0
247,247,2021-07-29,84,149,273,1.0
248,248,2021-07-30,112,103,198,0.0
251,251,2021-08-02,145,212,540,1.0
252,252,2021-08-03,68,119,245,1.0
253,253,2021-08-04,82,103,261,1.0
254,254,2021-08-05,75,87,151,0.0
255,255,2021-08-06,40,66,216,0.0
258,258,2021-08-09,144,178,488,0.0
259,259,2021-08-10,79,64,176,0.0
260,260,2021-08-11,102,97,208,0.0
261,261,2021-08-12,97,130,177,0.0
262,262,2021-08-13,92,78,191,0.0
265,265,2021-08-16,172,159,378,0.0
266,266,2021-08-17,103,94,175,0.0
267,267,2021-08-18,98,136,236,1.0
268,268,2021-08-19,155,130,182,0.0
269,269,2021-08-20,45,63,170,0.0
272,272,2021-08-23,104,137,363,1.0
273,273,2021-08-24,32,60,184,1.0
274,274,2021-08-25,18,44,137,1.0
275,275,2021-08-26,28,28,96,1.0
276,276,2021-08-27,17,39,147,1.0
279,279,2021-08-30,57,112,254,1.0
280,280,2021-08-31,30,59,105,1.0
281,281,2021-09-01,18,34,95,0.0
282,282,2021-09-02,34,64,75,0.0
283,283,2021-09-03,16,38,75,1.0
286,286,2021-09-06,114,133,303,0.0
287,287,2021-09-07,37,60,118,0.0
288,288,2021-09-08,33,38,68,0.0
289,289,2021-09-09,41,70,132,1.0
290,290,2021-09-10,34,79,119,1.0
293,293,2021-09-13,49,99,221,0.0
294,294,2021-09-14,45,43,84,0.0
295,295,2021-09-15,26,44,99,0.0
296,296,2021-09-16,15,48,142,0.0
297,297,2021-09-17,32,61,120,0.0
302,302,2021-09-22,106,137,324,0.0
303,303,2021-09-23,17,36,99,1.0
304,304,2021-09-24,18,25,77,1.0
307,307,2021-09-27,37,62,187,1.0
308,308,2021-09-28,23,42,103,0.0
309,309,2021-09-29,16,24,75,0.0
310,310,2021-09-30,11,25,58,1.0
311,311,2021-10-01,2,2,14,0.0
314,314,2021-10-04,30,34,89,0.0
315,315,2021-10-05,2,1,3,1.0
316,316,2021-10-06,0,2,0,0.0
317,317,2021-10-07,4,2,1,1.0
318,318,2021-10-08,9,18,38,0.0
322,322,2021-10-12,7,14,46,0.0
323,323,2021-10-13,0,0,3,0.0
324,324,2021-10-14,1,0,6,1.0
325,325,2021-10-15,0,0,2,1.0
328,328,2021-10-18,24,25,94,0.0
329,329,2021-10-19,0,0,1,1.0
330,330,2021-10-20,0,0,8,0.0
331,331,2021-10-21,0,0,9,1.0
332,332,2021-10-22,0,2,7,0.0
335,335,2021-10-25,13,33,51,1.0
336,336,2021-10-26,1,0,3,1.0
337,337,2021-10-27,1,0,1,1.0
338,338,2021-10-28,32,90,170,0.0
339,339,2021-10-29,0,1,1,0.0
342,342,2021-11-01,26,48,105,1.0
343,343,2021-11-02,0,1,3,0.0
344,344,2021-11-03,0,0,1,1.0
345,345,2021-11-04,0,0,1,0.0
346,346,2021-11-05,30,55,80,1.0
349,349,2021-11-08,25,49,102,1.0
350,350,2021-11-09,0,1,1,1.0
351,351,2021-11-10,25,42,96,1.0
352,352,2021-11-11,40,70,83,0.0
353,353,2021-11-12,46,73,72,1.0
356,356,2021-11-15,0,0,4,1.0
357,357,2021-11-16,0,1,0,1.0
358,358,2021-11-17,31,47,65,1.0
359,359,2021-11-18,1,0,0,1.0
360,360,2021-11-19,31,41,117,0.0
363,363,2021-11-22,75,131,280,0.0
364,364,2021-11-23,0,1,0,0.0
365,365,2021-11-24,32,56,90,0.0
366,366,2021-11-25,0,0,1,1.0
367,367,2021-11-26,0,0,1,0.0
370,370,2021-11-29,54,66,93,0.0
371,371,2021-11-30,0,0,1,1.0
372,372,2021-12-01,0,0,1,1.0
373,373,2021-12-02,1,0,0,1.0
374,374,2021-12-03,0,0,1,0.0
377,377,2021-12-06,26,50,124,0.0
378,378,2021-12-07,0,1,0,1.0
379,379,2021-12-08,0,0,3,1.0
380,380,2021-12-09,0,0,7,1.0
381,381,2021-12-10,0,1,1,0.0
384,384,2021-12-13,43,114,214,0.0
385,385,2021-12-14,32,54,137,0.0
386,386,2021-12-15,16,30,89,1.0
387,387,2021-12-16,0,0,2,1.0
388,388,2021-12-17,18,43,115,1.0
391,391,2021-12-20,55,86,224,0.0
392,392,2021-12-21,23,32,76,1.0
393,393,2021-12-22,1,1,1,1.0
394,394,2021-12-23,20,56,116,1.0
395,395,2021-12-24,0,1,0,1.0
398,398,2021-12-27,1,0,3,1.0
399,399,2021-12-28,1,0,1,1.0
400,400,2021-12-29,31,70,153,1.0
401,401,2021-12-30,0,1,1,0.0
405,405,2022-01-03,26,62,165,1.0
406,406,2022-01-04,0,0,1,1.0
407,407,2022-01-05,1,0,0,0.0
408,408,2022-01-06,1,0,0,0.0
409,409,2022-01-07,0,1,0,0.0
412,412,2022-01-10,18,26,56,1.0
413,413,2022-01-11,0,0,2,1.0
414,414,2022-01-12,68,106,166,1.0
415,415,2022-01-13,0,1,0,1.0
416,416,2022-01-14,53,111,218,0.0
419,419,2022-01-17,78,106,312,1.0
420,420,2022-01-18,0,0,1,0.0
421,421,2022-01-19,50,52,120,0.0
422,422,2022-01-20,2,10,61,0.0
423,423,2022-01-21,69,70,127,0.0
426,426,2022-01-24,34,45,84,1.0
427,427,2022-01-25,0,1,7,0.0
428,428,2022-01-26,1,1,10,0.0
440,440,2022-02-07,128,238,509,1.0
441,441,2022-02-08,64,89,159,1.0
442,442,2022-02-09,50,102,188,1.0
443,443,2022-02-10,57,99,181,1.0
444,444,2022-02-11,47,73,167,0.0
447,447,2022-02-14,114,155,352,0.0
448,448,2022-02-15,56,68,168,0.0
449,449,2022-02-16,48,106,205,1.0
450,450,2022-02-17,58,116,236,1.0
451,451,2022-02-18,47,79,181,0.0
454,454,2022-02-21,92,171,378,0.0
455,455,2022-02-22,79,145,298,0.0
456,456,2022-02-23,70,120,315,1.0
457,457,2022-02-24,177,193,346,0.0
458,458,2022-02-25,93,115,244,1.0
462,462,2022-03-01,170,351,688,1.0
463,463,2022-03-02,79,115,186,0.0
464,464,2022-03-03,76,121,210,1.0
465,465,2022-03-04,85,133,188,0.0
468,468,2022-03-07,218,300,487,0.0
469,469,2022-03-08,305,327,522,0.0
470,470,2022-03-09,64,97,192,1.0
471,471,2022-03-10,45,53,92,1.0
472,472,2022-03-11,71,120,322,0.0
475,475,2022-03-14,181,240,557,0.0
476,476,2022-03-15,167,205,416,0.0
477,477,2022-03-16,186,217,399,1.0
478,478,2022-03-17,135,180,352,1.0
479,479,2022-03-18,108,192,345,1.0
482,482,2022-03-21,151,295,532,1.0
483,483,2022-03-22,8,16,39,0.0
484,484,2022-03-23,3,14,51,1.0
485,485,2022-03-24,1,6,12,0.0
486,486,2022-03-25,4,2,5,0.0
489,489,2022-03-28,1,6,20,0.0
490,490,2022-03-29,0,1,12,1.0
491,491,2022-03-30,2,1,10,1.0
492,492,2022-03-31,1,0,3,0.0
493,493,2022-04-01,1,2,3,0.0
498,498,2022-04-06,3,3,22,0.0
499,499,2022-04-07,0,0,3,0.0
500,500,2022-04-08,0,0,1,1.0
503,503,2022-04-11,1,3,8,0.0
504,504,2022-04-12,28,36,57,0.0
505,505,2022-04-13,99,168,379,1.0
506,506,2022-04-14,57,115,333,0.0
507,507,2022-04-15,112,167,468,0.0
510,510,2022-04-18,230,278,596,0.0
511,511,2022-04-19,82,79,232,1.0
512,512,2022-04-20,103,127,203,1.0
513,513,2022-04-21,111,142,309,0.0
514,514,2022-04-22,129,140,248,0.0
517,517,2022-04-25,387,465,651,0.0
518,518,2022-04-26,190,220,332,1.0
519,519,2022-04-27,352,358,517,0.0
520,520,2022-04-28,118,166,320,1.0
521,521,2022-04-29,118,152,424,1.0
525,525,2022-05-03,124,130,485,0.0
526,526,2022-05-04,4,6,30,1.0
527,527,2022-05-05,5,7,42,1.0
528,528,2022-05-06,5,4,16,0.0
531,531,2022-05-09,4,8,31,0.0
532,532,2022-05-10,4,6,22,1.0
533,533,2022-05-11,3,0,12,0.0
534,534,2022-05-12,3,5,17,0.0
535,535,2022-05-13,1,2,13,1.0
538,538,2022-05-16,6,8,30,1.0
539,539,2022-05-17,0,2,44,1.0
540,540,2022-05-18,2,1,18,1.0
541,541,2022-05-19,0,0,20,0.0
542,542,2022-05-20,0,6,8,1.0
545,545,2022-05-23,2,2,29,1.0
546,546,2022-05-24,1,1,10,0.0
547,547,2022-05-25,3,0,30,1.0
548,548,2022-05-26,1,2,62,0.0
549,549,2022-05-27,1,1,21,1.0
552,552,2022-05-30,3,1,48,1.0
553,553,2022-05-31,3,1,31,1.0
554,554,2022-06-01,0,0,8,0.0
555,555,2022-06-02,0,1,8,0.0
559,559,2022-06-06,1,0,29,1.0
560,560,2022-06-07,2,0,4,0.0
561,561,2022-06-08,1,1,4,1.0
562,562,2022-06-09,0,0,2,0.0
563,563,2022-06-10,1,2,2,0.0
566,566,2022-06-13,30,39,113,0.0
567,567,2022-06-14,0,0,7,0.0
568,568,2022-06-15,2,5,29,0.0
569,569,2022-06-16,1,0,8,0.0
570,570,2022-06-17,0,0,5,0.0
573,573,2022-06-20,48,45,142,0.0
574,574,2022-06-21,2,0,2,1.0
575,575,2022-06-22,3,1,7,0.0
576,576,2022-06-23,0,1,0,0.0
577,577,2022-06-24,171,191,361,1.0
580,580,2022-06-27,0,1,11,1.0
581,581,2022-06-28,2,0,10,0.0
582,582,2022-06-29,1,0,8,0.0
583,583,2022-06-30,0,0,10,0.0
584,584,2022-07-01,3,0,9,0.0
587,587,2022-07-04,1,1,10,0.0
588,588,2022-07-05,0,0,7,1.0
589,589,2022-07-06,2,1,5,0.0
590,590,2022-07-07,0,0,1,1.0
591,591,2022-07-08,0,0,2,1.0
594,594,2022-07-11,51,74,156,0.0
595,595,2022-07-12,2,0,4,0.0
596,596,2022-07-13,0,0,1,1.0
597,597,2022-07-14,0,0,4,1.0
598,598,2022-07-15,0,0,1,1.0
601,601,2022-07-18,61,60,136,1.0
602,602,2022-07-19,0,0,4,0.0
603,603,2022-07-20,0,2,3,1.0
604,604,2022-07-21,0,0,4,1.0
605,605,2022-07-22,0,1,2,1.0
608,608,2022-07-25,55,106,263,0.0
609,609,2022-07-26,26,44,125,0.0
610,610,2022-07-27,1,0,8,1.0
611,611,2022-07-28,0,0,1,0.0
612,612,2022-07-29,1,3,0,1.0
615,615,2022-08-01,0,1,16,0.0
616,616,2022-08-02,0,0,2,0.0
617,617,2022-08-03,0,0,1,1.0
618,618,2022-08-04,0,1,2,0.0
619,619,2022-08-05,0,0,2,1.0
622,622,2022-08-08,1,5,8,0.0
623,623,2022-08-09,0,1,4,1.0
624,624,2022-08-10,0,0,3,0.0
625,625,2022-08-11,0,0,1,1.0
626,626,2022-08-12,0,0,13,1.0
629,629,2022-08-15,1,3,30,1.0
630,630,2022-08-16,0,0,3,1.0
631,631,2022-08-17,1,0,10,1.0
632,632,2022-08-18,0,0,2,0.0
635,635,2022-08-22,0,0,6,0.0
636,636,2022-08-23,0,0,5,0.0
637,637,2022-08-24,0,0,1,0.0
638,638,2022-08-25,0,0,3,1.0
